age,workclass,education,marital.status,occupation,sex,native.country,income
44,Private,Some-college,Divorced,Craft-repair,Male,United-States,<=50K
32,Private,HS-grad,Separated,Handlers-cleaners,Female,South,<=50K
25,Private,Some-college,Never-married,Adm-clerical,Male,United-States,<=50K
47,State-gov,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
19,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Other-service,Male,United-States,<=50K
28,Private,HS-grad,Divorced,Tech-support,Female,United-States,<=50K
34,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
32,Self-emp-not-inc,Some-college,Divorced,Other-service,Female,United-States,<=50K
24,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
22,?,Some-college,Never-married,?,Female,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
56,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
28,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
28,Private,Some-college,Never-married,Sales,Male,United-States,<=50K
39,Private,12th,Never-married,Handlers-cleaners,Male,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
23,Private,Some-college,Never-married,Other-service,Male,Dominican-Republic,<=50K
32,Private,Some-college,Never-married,Machine-op-inspct,Male,Ecuador,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
71,Private,5th-6th,Widowed,Priv-house-serv,Female,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
20,Private,Some-college,Never-married,Exec-managerial,Female,United-States,<=50K
42,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
26,Private,Masters,Never-married,Prof-specialty,Female,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Female,United-States,<=50K
36,Local-gov,Bachelors,Divorced,Prof-specialty,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
29,Private,HS-grad,Never-married,Other-service,Male,United-States,<=50K
20,State-gov,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
32,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
24,Private,Assoc-acdm,Never-married,Exec-managerial,Male,United-States,<=50K
55,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
56,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
40,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Male,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
24,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
61,?,HS-grad,Married-civ-spouse,?,Male,United-States,<=50K
36,Private,1st-4th,Never-married,Farming-fishing,Male,Mexico,<=50K
20,Local-gov,Some-college,Never-married,Protective-serv,Female,United-States,<=50K
36,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
45,Federal-gov,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
34,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
24,Private,11th,Never-married,Craft-repair,Male,United-States,<=50K
42,?,9th,Never-married,?,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
46,Federal-gov,Prof-school,Separated,Prof-specialty,Female,Germany,>50K
60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,Germany,>50K
40,Private,Some-college,Divorced,Machine-op-inspct,Female,United-States,<=50K
55,Private,HS-grad,Divorced,Machine-op-inspct,Female,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Other-service,Male,United-States,<=50K
55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
54,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
32,Private,11th,Married-civ-spouse,Other-service,Female,United-States,<=50K
38,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
61,Self-emp-not-inc,Some-college,Widowed,Machine-op-inspct,Female,United-States,<=50K
62,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Male,South,<=50K
26,Private,HS-grad,Never-married,Protective-serv,Female,United-States,<=50K
19,Private,Some-college,Never-married,Farming-fishing,Male,United-States,<=50K
40,Private,10th,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
55,Private,Masters,Never-married,Prof-specialty,Female,Thailand,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
38,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
28,Private,HS-grad,Never-married,Other-service,Female,Mexico,<=50K
36,Private,Some-college,Divorced,Tech-support,Female,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
41,Private,Some-college,Divorced,Adm-clerical,Female,United-States,<=50K
60,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Female,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
36,State-gov,Bachelors,Divorced,Prof-specialty,Female,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
23,Private,HS-grad,Never-married,Other-service,Male,Guatemala,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,<=50K
50,Private,HS-grad,Divorced,Protective-serv,Male,United-States,<=50K
38,Private,12th,Married-civ-spouse,Craft-repair,Male,United-States,>50K
18,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
39,?,Some-college,Divorced,?,Female,United-States,<=50K
33,Local-gov,HS-grad,Never-married,Other-service,Male,United-States,<=50K
42,State-gov,Some-college,Divorced,Transport-moving,Male,United-States,<=50K
28,Private,Prof-school,Never-married,Prof-specialty,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Other-service,Male,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,India,<=50K
36,Private,Some-college,Divorced,Adm-clerical,Male,Canada,<=50K
39,Federal-gov,Assoc-acdm,Never-married,Prof-specialty,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
45,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
21,Private,9th,Never-married,Other-service,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
24,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
38,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,Italy,<=50K
51,?,Some-college,Married-civ-spouse,?,Male,United-States,<=50K
45,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
55,Private,10th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
43,Private,Some-college,Divorced,Adm-clerical,Male,United-States,<=50K
17,Private,11th,Never-married,Sales,Male,United-States,<=50K
42,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
47,Private,HS-grad,Divorced,Machine-op-inspct,Female,United-States,<=50K
21,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Male,United-States,<=50K
39,Private,Some-college,Never-married,Craft-repair,Male,United-States,<=50K
57,?,9th,Divorced,?,Male,United-States,<=50K
27,Private,Bachelors,Divorced,Handlers-cleaners,Male,United-States,<=50K
21,State-gov,Some-college,Never-married,Other-service,Female,United-States,<=50K
25,Private,5th-6th,Never-married,Machine-op-inspct,Male,Mexico,<=50K
51,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
35,Private,Bachelors,Never-married,Sales,Female,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
34,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
33,?,HS-grad,Divorced,?,Female,United-States,<=50K
36,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
47,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Female,United-States,<=50K
42,Private,HS-grad,Divorced,Craft-repair,Male,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
21,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
30,Private,Masters,Married-civ-spouse,Other-service,Male,United-States,>50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,Germany,<=50K
37,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
31,Private,Bachelors,Never-married,Sales,Male,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,<=50K
33,Private,HS-grad,Divorced,Transport-moving,Male,United-States,<=50K
41,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
23,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
65,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
30,Local-gov,Some-college,Never-married,Handlers-cleaners,Male,United-States,<=50K
42,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,India,<=50K
27,Private,Some-college,Never-married,Transport-moving,Male,United-States,<=50K
35,Private,Some-college,Never-married,Machine-op-inspct,Male,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Transport-moving,Male,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
21,Private,Assoc-voc,Never-married,Adm-clerical,Female,United-States,<=50K
66,Private,7th-8th,Widowed,Other-service,Female,Germany,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
43,Private,Masters,Never-married,Exec-managerial,Female,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
52,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,Mexico,<=50K
55,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
36,Local-gov,Assoc-voc,Separated,Adm-clerical,Female,United-States,<=50K
33,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
20,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
55,?,10th,Widowed,?,Female,United-States,<=50K
42,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
62,Private,HS-grad,Widowed,Sales,Female,United-States,<=50K
54,Private,HS-grad,Never-married,Sales,Male,United-States,<=50K
35,Private,7th-8th,Never-married,Machine-op-inspct,Female,United-States,<=50K
36,Private,Assoc-acdm,Never-married,Tech-support,Female,United-States,<=50K
21,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
30,Private,HS-grad,Separated,Farming-fishing,Female,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
32,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Female,Laos,>50K
21,Private,Some-college,Never-married,Sales,Male,United-States,<=50K
39,Private,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
54,Private,HS-grad,Married-spouse-absent,Exec-managerial,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
42,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Male,Italy,<=50K
62,?,10th,Widowed,?,Female,United-States,<=50K
28,Private,Some-college,Never-married,Other-service,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,United-States,<=50K
19,Private,Some-college,Never-married,Exec-managerial,Female,United-States,<=50K
27,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
54,Private,1st-4th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Female,United-States,<=50K
27,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Other-service,Male,?,<=50K
35,Private,Assoc-acdm,Never-married,Adm-clerical,Female,United-States,<=50K
66,?,9th,Married-civ-spouse,?,Male,United-States,<=50K
19,Local-gov,Some-college,Never-married,Prof-specialty,Female,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,United-States,>50K
32,Private,Bachelors,Never-married,Tech-support,Male,United-States,<=50K
31,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
26,Private,Assoc-voc,Never-married,Sales,Male,United-States,<=50K
44,Private,Some-college,Widowed,Sales,Female,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
32,Self-emp-not-inc,HS-grad,Never-married,Other-service,Female,United-States,<=50K
19,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
33,Private,HS-grad,Separated,Machine-op-inspct,Male,United-States,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Male,United-States,<=50K
61,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
33,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
31,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Male,United-States,<=50K
20,?,HS-grad,Never-married,?,Female,United-States,<=50K
32,Private,Assoc-voc,Divorced,Exec-managerial,Female,United-States,<=50K
29,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Female,United-States,<=50K
61,Private,10th,Divorced,Other-service,Male,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,United-States,<=50K
29,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Female,United-States,<=50K
61,?,12th,Never-married,?,Male,United-States,<=50K
34,Private,Some-college,Never-married,Handlers-cleaners,Male,?,<=50K
22,Private,Assoc-acdm,Never-married,Adm-clerical,Female,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
27,Private,Some-college,Divorced,Machine-op-inspct,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Craft-repair,Male,Hong,<=50K
62,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
28,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
50,Private,HS-grad,Separated,Craft-repair,Male,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
63,Private,1st-4th,Widowed,Machine-op-inspct,Female,Portugal,<=50K
35,Private,9th,Never-married,Handlers-cleaners,Male,United-States,<=50K
55,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Sales,Female,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
47,Local-gov,Some-college,Married-civ-spouse,Other-service,Male,United-States,>50K
26,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
46,Private,Assoc-voc,Married-spouse-absent,Craft-repair,Male,United-States,<=50K
24,Private,12th,Never-married,Craft-repair,Male,United-States,<=50K
19,Private,7th-8th,Never-married,Adm-clerical,Male,United-States,<=50K
36,Local-gov,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
18,Private,12th,Never-married,Other-service,Female,United-States,<=50K
46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
30,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
29,Private,HS-grad,Never-married,Other-service,Female,United-States,<=50K
65,Private,HS-grad,Widowed,Other-service,Female,Jamaica,<=50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
58,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
39,State-gov,HS-grad,Never-married,Other-service,Female,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
33,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
31,Private,HS-grad,Separated,Other-service,Female,United-States,<=50K
48,Private,Bachelors,Married-civ-spouse,Tech-support,Male,Philippines,>50K
27,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
45,Private,HS-grad,Widowed,Craft-repair,Female,United-States,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
17,Private,10th,Never-married,Sales,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
34,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
33,Private,HS-grad,Divorced,Sales,Female,United-States,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
22,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
61,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
58,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
52,Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,HS-grad,Widowed,Sales,Female,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,?,>50K
21,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
25,Private,Some-college,Never-married,Machine-op-inspct,Female,United-States,<=50K
34,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
48,Private,10th,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
61,?,HS-grad,Divorced,?,Female,United-States,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
20,Private,7th-8th,Never-married,Machine-op-inspct,Female,United-States,<=50K
30,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
44,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
31,Private,Prof-school,Divorced,Tech-support,Female,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,Male,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,<=50K
37,Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Male,United-States,>50K
33,Self-emp-not-inc,Bachelors,Never-married,Transport-moving,Male,?,<=50K
44,Private,7th-8th,Married-civ-spouse,Other-service,Female,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
28,Local-gov,Assoc-acdm,Never-married,Craft-repair,Male,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Other-service,Female,United-States,<=50K
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Tech-support,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,United-States,<=50K
26,State-gov,Some-college,Never-married,Other-service,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
26,Private,HS-grad,Divorced,Adm-clerical,Female,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
54,Private,Masters,Divorced,Tech-support,Male,United-States,>50K
36,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Handlers-cleaners,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Other-service,Male,United-States,<=50K
21,?,Some-college,Never-married,?,Male,United-States,<=50K
56,?,HS-grad,Divorced,?,Male,United-States,<=50K
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
46,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
55,?,9th,Never-married,?,Female,United-States,<=50K
43,Private,9th,Divorced,Transport-moving,Male,United-States,<=50K
46,Private,HS-grad,Divorced,Craft-repair,Male,United-States,<=50K
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
19,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
21,Private,Some-college,Never-married,Other-service,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Female,United-States,<=50K
62,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
31,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Prof-specialty,Male,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,Mexico,<=50K
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
17,Private,11th,Never-married,Sales,Female,United-States,<=50K
27,Private,HS-grad,Married-spouse-absent,Other-service,Female,United-States,<=50K
30,Private,Some-college,Divorced,Craft-repair,Male,United-States,<=50K
43,State-gov,HS-grad,Divorced,Exec-managerial,Female,United-States,<=50K
51,Private,11th,Divorced,Other-service,Female,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
19,?,HS-grad,Never-married,?,Male,United-States,<=50K
79,Federal-gov,Doctorate,Widowed,Exec-managerial,Male,United-States,>50K
28,State-gov,Some-college,Divorced,Other-service,Male,United-States,<=50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
21,Private,Some-college,Married-civ-spouse,Other-service,Male,United-States,<=50K
31,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Female,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,<=50K
23,Self-emp-inc,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,Germany,<=50K
67,Private,11th,Married-civ-spouse,Transport-moving,Male,United-States,<=50K
32,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,<=50K
18,Private,HS-grad,Never-married,Prof-specialty,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
27,?,Bachelors,Married-spouse-absent,?,Male,?,<=50K
28,Private,Some-college,Never-married,Adm-clerical,Female,?,<=50K
25,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
29,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
32,?,Assoc-acdm,Never-married,?,Male,United-States,<=50K
64,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,?,12th,Widowed,?,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,<=50K
27,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
42,Private,Assoc-voc,Never-married,Adm-clerical,Female,United-States,<=50K
47,Local-gov,12th,Married-civ-spouse,Adm-clerical,Male,Puerto-Rico,<=50K
29,Private,HS-grad,Never-married,Handlers-cleaners,Female,United-States,<=50K
33,Private,1st-4th,Never-married,Sales,Female,United-States,<=50K
44,Private,Some-college,Widowed,Exec-managerial,Female,United-States,<=50K
25,Private,HS-grad,Never-married,Transport-moving,Male,United-States,<=50K
24,State-gov,Bachelors,Never-married,Adm-clerical,Female,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Bachelors,Divorced,Exec-managerial,Female,United-States,<=50K
72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,<=50K
43,Self-emp-inc,9th,Never-married,Sales,Female,Portugal,<=50K
25,State-gov,Some-college,Married-civ-spouse,Protective-serv,Male,United-States,<=50K
37,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Female,United-States,<=50K
39,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
